ID,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,termDeposit
T9461,55,technician,married,professional.course,no,yes,no,cellular,apr,mon,371,3,999,2,failure,-1.8,93.075,-47.1,1.466,5099.1,0
T9462,24,blue-collar,single,basic.9y,no,yes,no,cellular,jul,fri,659,5,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,1
T9463,52,management,married,university.degree,no,unknown,unknown,cellular,nov,tue,486,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,1
T9464,53,housemaid,married,basic.4y,no,no,yes,telephone,nov,wed,513,1,3,1,success,-3.4,92.649,-30.1,0.715,5017.5,1
T9465,37,entrepreneur,married,university.degree,no,no,no,cellular,nov,tue,543,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,1
T9466,26,services,single,high.school,no,yes,no,cellular,jul,wed,284,8,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
T9467,46,blue-collar,married,high.school,no,yes,yes,telephone,may,tue,328,3,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0
T9468,39,admin.,single,university.degree,no,yes,no,telephone,jun,mon,436,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
T9469,38,admin.,single,basic.9y,no,no,no,cellular,may,thu,275,2,999,0,nonexistent,-1.8,93.876,-40,0.699,5008.7,1
T9470,51,blue-collar,married,basic.4y,no,yes,no,cellular,may,mon,77,2,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,0
T9471,53,admin.,divorced,university.degree,no,no,no,cellular,mar,thu,2486,1,999,0,nonexistent,-1.8,93.369,-34.8,0.654,5008.7,1
T9472,25,admin.,single,high.school,no,no,no,telephone,may,fri,113,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,0
T9473,43,entrepreneur,married,university.degree,unknown,no,no,telephone,jun,wed,935,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,1
T9474,30,blue-collar,married,basic.9y,no,yes,no,cellular,may,wed,1131,2,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0
T9475,55,admin.,married,high.school,no,no,no,cellular,nov,fri,148,1,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
T9476,50,management,married,high.school,unknown,no,no,telephone,jun,mon,65,17,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
T9477,51,admin.,married,university.degree,no,no,no,cellular,jul,fri,293,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
T9478,30,technician,married,university.degree,unknown,no,no,telephone,may,mon,40,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
T9479,42,blue-collar,married,basic.9y,no,yes,no,cellular,jul,thu,829,5,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1
T9480,41,technician,married,professional.course,no,no,no,telephone,may,tue,92,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
T9481,48,management,married,university.degree,no,yes,yes,telephone,jun,tue,1025,7,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,1
T9482,52,admin.,divorced,university.degree,no,yes,no,cellular,jul,mon,867,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1
T9483,47,admin.,married,university.degree,unknown,no,no,cellular,apr,fri,226,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0
T9484,27,admin.,single,university.degree,no,no,no,cellular,jul,wed,919,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1
T9485,25,student,single,university.degree,no,no,no,telephone,jul,fri,178,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
T9486,28,student,single,basic.9y,no,no,yes,cellular,aug,wed,139,1,6,3,failure,-1.7,94.027,-38.3,0.9,4991.6,1
T9487,38,blue-collar,single,basic.9y,unknown,yes,no,telephone,may,mon,289,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
T9488,27,services,single,high.school,no,no,yes,cellular,jul,fri,616,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1
T9489,27,blue-collar,single,high.school,no,yes,no,cellular,oct,tue,209,3,999,1,failure,-1.1,94.601,-49.5,0.982,4963.6,1
T9490,45,blue-collar,married,unknown,no,yes,yes,cellular,apr,fri,637,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
T9491,78,retired,divorced,basic.6y,no,no,no,cellular,oct,fri,212,2,999,0,nonexistent,-3.4,92.431,-26.9,0.72,5017.5,1
T9492,33,admin.,single,university.degree,no,no,no,cellular,aug,thu,275,1,999,0,nonexistent,-2.9,92.201,-31.4,0.873,5076.2,0
T9493,34,technician,divorced,university.degree,no,yes,yes,cellular,aug,thu,526,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,1
T9494,32,student,married,high.school,no,yes,no,telephone,dec,wed,87,5,999,0,nonexistent,-3,92.713,-33,0.715,5023.5,0
T9495,62,management,divorced,high.school,no,no,no,cellular,aug,mon,405,1,999,0,nonexistent,-2.9,92.201,-31.4,0.861,5076.2,1
T9496,41,services,married,professional.course,no,no,yes,cellular,nov,thu,217,3,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
T9497,36,blue-collar,single,high.school,no,yes,yes,cellular,jun,wed,342,2,3,1,success,-1.7,94.055,-39.8,0.739,4991.6,1
T9498,57,admin.,single,university.degree,no,no,no,cellular,jul,wed,341,4,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
T9499,30,admin.,single,high.school,no,yes,no,cellular,jul,fri,72,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
T9500,52,technician,married,professional.course,no,yes,no,cellular,nov,fri,495,1,3,1,success,-3.4,92.649,-30.1,0.714,5017.5,1
T9501,37,admin.,divorced,university.degree,no,no,no,cellular,aug,thu,329,3,9,1,success,-2.9,92.201,-31.4,0.851,5076.2,1
T9502,37,technician,married,professional.course,no,yes,no,cellular,nov,thu,63,2,999,1,failure,-0.1,93.2,-42,4.076,5195.8,0
T9503,32,blue-collar,single,basic.9y,unknown,no,no,cellular,may,wed,785,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0
T9504,48,blue-collar,married,basic.4y,unknown,no,yes,cellular,aug,thu,37,3,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
T9505,44,blue-collar,married,basic.4y,no,yes,no,cellular,aug,tue,720,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,1
T9506,32,admin.,single,university.degree,no,no,no,cellular,may,tue,63,5,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0
T9507,47,technician,married,professional.course,no,yes,no,cellular,jul,wed,586,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
T9508,46,self-employed,married,basic.9y,unknown,no,no,telephone,jun,thu,49,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0
T9509,31,technician,married,basic.9y,no,yes,no,cellular,nov,wed,17,5,999,1,failure,-0.1,93.2,-42,4.12,5195.8,0
T9510,53,services,married,basic.6y,no,yes,no,cellular,may,thu,24,6,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
T9511,44,unemployed,married,basic.9y,no,no,no,cellular,may,mon,194,3,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0
T9512,52,management,divorced,university.degree,no,no,no,cellular,may,wed,451,1,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,1
T9513,30,services,married,university.degree,no,yes,no,telephone,may,wed,425,6,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
T9514,45,technician,married,professional.course,no,no,no,telephone,jun,thu,517,3,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0
T9515,33,unemployed,married,university.degree,no,yes,no,cellular,jun,mon,579,3,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,1
T9516,50,technician,single,university.degree,no,yes,no,telephone,apr,fri,634,1,999,0,nonexistent,-1.8,93.749,-34.6,0.644,5008.7,1
T9517,35,unemployed,married,university.degree,no,no,no,cellular,oct,thu,344,1,6,1,success,-3.4,92.431,-26.9,0.733,5017.5,1
T9518,32,housemaid,single,high.school,no,unknown,unknown,telephone,may,mon,180,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0
T9519,31,admin.,divorced,university.degree,no,no,no,cellular,may,mon,239,3,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,0
T9520,33,blue-collar,single,high.school,no,yes,no,cellular,mar,wed,203,4,999,1,failure,-1.8,92.843,-50,1.602,5099.1,1
T9521,57,self-employed,married,university.degree,no,yes,no,cellular,may,mon,949,3,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,1
T9522,42,technician,married,university.degree,no,yes,no,telephone,may,fri,293,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
T9523,47,technician,divorced,high.school,no,no,no,telephone,jul,thu,393,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
T9524,32,blue-collar,married,professional.course,unknown,yes,no,telephone,may,tue,128,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
T9525,39,technician,married,university.degree,no,yes,no,cellular,oct,fri,141,1,7,2,failure,-3.4,92.431,-26.9,0.739,5017.5,0
T9526,38,admin.,married,university.degree,no,no,no,cellular,aug,thu,395,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,1
T9527,35,blue-collar,married,basic.9y,no,no,no,cellular,may,fri,211,1,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,0
T9528,27,blue-collar,married,basic.6y,unknown,unknown,unknown,telephone,may,tue,1063,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,1
T9529,46,blue-collar,single,basic.6y,unknown,no,yes,cellular,jul,mon,272,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
T9530,39,blue-collar,married,basic.4y,no,yes,no,cellular,jul,thu,388,2,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,0
T9531,38,self-employed,married,professional.course,no,no,no,cellular,nov,tue,1788,2,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,1
T9532,59,retired,married,basic.6y,no,yes,no,cellular,jul,tue,807,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
T9533,46,management,single,university.degree,no,yes,yes,cellular,nov,thu,292,2,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
T9534,26,blue-collar,married,basic.9y,no,no,no,telephone,may,tue,295,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
T9535,34,management,married,university.degree,no,no,no,cellular,nov,thu,1256,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
T9536,40,unemployed,married,university.degree,unknown,yes,no,telephone,jul,wed,54,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
T9537,76,retired,married,professional.course,no,no,no,cellular,aug,mon,308,1,15,1,success,-2.9,92.201,-31.4,0.861,5076.2,1
T9538,33,blue-collar,married,basic.6y,no,yes,no,telephone,jun,mon,685,5,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0
T9539,59,admin.,married,university.degree,unknown,no,no,cellular,nov,fri,140,2,999,1,failure,-0.1,93.2,-42,4.021,5195.8,0
T9540,59,admin.,married,unknown,no,yes,yes,cellular,sep,mon,281,3,3,1,success,-3.4,92.379,-29.8,0.797,5017.5,1
T9541,31,unemployed,married,professional.course,no,unknown,unknown,cellular,may,tue,356,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0
T9542,21,unemployed,single,high.school,no,yes,no,cellular,jul,fri,203,1,999,0,nonexistent,-2.9,92.469,-33.6,1.059,5076.2,1
T9543,38,entrepreneur,married,basic.4y,no,no,no,telephone,jun,mon,822,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0
T9544,39,management,married,university.degree,no,unknown,unknown,cellular,apr,fri,397,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
T9545,47,management,married,university.degree,no,no,no,cellular,sep,thu,362,1,17,2,success,-1.1,94.199,-37.5,0.884,4963.6,1
T9546,39,blue-collar,divorced,basic.9y,no,yes,no,telephone,jun,wed,310,1,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0
T9547,43,admin.,married,university.degree,no,yes,no,cellular,jun,wed,262,2,3,1,success,-2.9,92.963,-40.8,1.26,5076.2,1
T9548,30,technician,married,high.school,no,no,no,cellular,nov,wed,1206,2,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
T9549,33,services,married,high.school,no,no,no,cellular,aug,thu,738,1,999,0,nonexistent,-2.9,92.201,-31.4,0.873,5076.2,1
T9550,48,entrepreneur,married,basic.6y,no,yes,no,telephone,jul,thu,202,1,999,0,nonexistent,1.4,93.918,-42.7,4.966,5228.1,0
T9551,50,blue-collar,married,basic.9y,no,yes,no,telephone,may,tue,149,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
T9552,48,housemaid,married,basic.6y,unknown,yes,yes,telephone,may,tue,501,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
T9553,35,technician,married,professional.course,no,yes,no,cellular,may,thu,590,5,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,1
T9554,74,retired,married,basic.4y,no,no,no,telephone,apr,mon,1143,5,999,0,nonexistent,-1.8,93.749,-34.6,0.643,5008.7,1
T9555,36,blue-collar,married,basic.9y,no,yes,no,cellular,may,mon,98,2,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0
T9556,29,management,single,university.degree,no,yes,no,telephone,nov,wed,103,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
T9557,27,admin.,single,high.school,no,yes,no,cellular,apr,thu,127,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
T9558,37,housemaid,married,high.school,no,yes,yes,telephone,may,fri,205,6,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,0
T9559,43,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,thu,219,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
T9560,26,technician,single,professional.course,no,yes,no,cellular,jun,tue,163,2,3,1,success,-2.9,92.963,-40.8,1.262,5076.2,1
T9561,40,self-employed,married,university.degree,unknown,yes,yes,cellular,nov,thu,1490,3,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,1
T9562,59,entrepreneur,married,high.school,no,no,no,telephone,may,wed,145,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,0
T9563,37,services,married,high.school,no,yes,yes,telephone,may,wed,521,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,1
T9564,60,housemaid,married,high.school,unknown,yes,no,telephone,may,wed,74,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0
T9565,20,student,single,basic.9y,no,yes,no,cellular,jul,thu,361,3,6,3,success,-1.7,94.215,-40.3,0.846,4991.6,1
T9566,58,unemployed,married,basic.9y,no,no,no,telephone,jun,mon,266,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0
T9567,28,management,married,university.degree,no,no,no,telephone,jun,wed,771,2,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,1
T9568,30,admin.,single,university.degree,no,yes,yes,telephone,nov,fri,33,1,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
T9569,25,student,single,high.school,no,no,no,telephone,sep,mon,185,1,999,0,nonexistent,-1.1,94.199,-37.5,0.876,4963.6,1
T9570,48,admin.,married,university.degree,no,yes,no,cellular,jun,mon,136,1,999,1,failure,-2.9,92.963,-40.8,1.215,5076.2,0
T9571,25,admin.,single,high.school,no,no,yes,cellular,jul,tue,234,6,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
T9572,35,blue-collar,married,basic.9y,no,no,no,telephone,jul,mon,1356,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,1
T9573,58,housemaid,married,basic.4y,unknown,yes,no,cellular,jul,tue,92,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
T9574,58,entrepreneur,divorced,university.degree,no,no,no,telephone,jun,thu,40,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0
T9575,46,admin.,married,university.degree,unknown,no,no,cellular,aug,tue,123,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
T9576,45,blue-collar,married,basic.9y,no,yes,no,cellular,may,tue,672,2,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,1
T9577,48,admin.,married,unknown,unknown,no,no,cellular,nov,tue,319,2,999,1,failure,-0.1,93.2,-42,4.153,5195.8,0
T9578,34,admin.,married,professional.course,no,no,no,cellular,sep,tue,230,1,3,3,success,-1.1,94.199,-37.5,0.877,4963.6,1
T9579,38,admin.,single,university.degree,no,yes,no,telephone,jun,wed,126,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
T9580,53,management,married,basic.9y,unknown,yes,yes,cellular,jul,fri,1041,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1
T9581,32,services,married,basic.9y,no,no,no,telephone,may,thu,746,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,1
T9582,22,blue-collar,single,high.school,no,yes,no,cellular,jul,wed,123,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
T9583,29,services,married,high.school,no,no,yes,cellular,may,wed,747,2,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,1
T9584,24,student,single,high.school,no,yes,no,cellular,aug,fri,456,1,999,0,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,1
T9585,56,blue-collar,unknown,basic.4y,no,no,no,cellular,apr,fri,422,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
T9586,29,admin.,married,high.school,no,yes,no,telephone,may,tue,181,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
T9587,44,technician,divorced,university.degree,unknown,no,no,cellular,jul,mon,73,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
T9588,46,admin.,single,university.degree,no,yes,yes,cellular,dec,tue,324,2,999,0,nonexistent,-3,92.713,-33,0.715,5023.5,1
T9589,28,admin.,single,high.school,no,yes,no,cellular,mar,fri,102,1,999,0,nonexistent,-1.8,92.843,-50,1.531,5099.1,0
T9590,32,admin.,married,professional.course,no,yes,no,cellular,oct,tue,435,1,999,0,nonexistent,-3.4,92.431,-26.9,0.742,5017.5,1
T9591,33,technician,single,university.degree,no,yes,no,cellular,apr,thu,530,1,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,1
T9592,32,blue-collar,divorced,basic.9y,no,no,no,telephone,jun,tue,189,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
T9593,75,retired,divorced,basic.4y,unknown,yes,no,cellular,oct,thu,502,1,999,0,nonexistent,-3.4,92.431,-26.9,0.754,5017.5,1
T9594,43,admin.,married,high.school,no,yes,no,telephone,jun,tue,282,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
T9595,31,student,single,unknown,no,yes,no,cellular,aug,thu,306,2,999,0,nonexistent,-1.7,94.027,-38.3,0.904,4991.6,1
T9596,53,self-employed,married,university.degree,no,yes,no,telephone,may,wed,162,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0
T9597,55,blue-collar,married,basic.9y,unknown,no,yes,cellular,may,tue,829,7,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,1
T9598,25,blue-collar,single,high.school,no,yes,no,telephone,jun,fri,446,3,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0
T9599,44,blue-collar,married,basic.4y,unknown,no,no,cellular,aug,mon,363,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,1
T9600,29,admin.,married,university.degree,no,yes,no,cellular,jun,tue,201,1,999,0,nonexistent,-1.7,94.055,-39.8,0.702,4991.6,1
T9601,32,technician,married,professional.course,no,no,no,cellular,nov,thu,147,2,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
T9602,27,admin.,single,university.degree,no,yes,no,cellular,apr,fri,401,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0
T9603,46,entrepreneur,married,university.degree,unknown,no,no,telephone,may,wed,433,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0
T9604,34,admin.,married,university.degree,no,no,no,telephone,jun,thu,283,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0
T9605,30,admin.,married,unknown,no,yes,no,cellular,jun,fri,207,2,4,1,success,-2.9,92.963,-40.8,1.268,5076.2,1
T9606,30,admin.,single,professional.course,no,unknown,unknown,cellular,jun,thu,246,1,7,1,success,-2.9,92.963,-40.8,1.26,5076.2,1
T9607,39,blue-collar,married,basic.9y,unknown,yes,yes,telephone,may,tue,358,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
T9608,27,student,single,university.degree,no,yes,no,telephone,may,tue,154,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
T9609,52,blue-collar,divorced,basic.4y,no,no,no,cellular,nov,thu,200,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
T9610,51,unknown,married,unknown,unknown,yes,no,cellular,aug,fri,10,5,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
T9611,34,admin.,divorced,university.degree,no,yes,no,telephone,jul,thu,332,3,999,1,failure,-1.7,94.215,-40.3,0.899,4991.6,1
T9612,37,self-employed,married,professional.course,no,no,no,cellular,jun,wed,321,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,1
T9613,38,management,married,professional.course,no,yes,yes,cellular,nov,thu,94,2,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
T9614,31,services,single,high.school,no,no,no,cellular,apr,fri,160,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
T9615,36,admin.,single,university.degree,no,yes,yes,cellular,jun,wed,1407,1,999,0,nonexistent,-1.7,94.055,-39.8,0.739,4991.6,1
T9616,45,unemployed,married,high.school,unknown,no,no,telephone,may,fri,545,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
T9617,31,blue-collar,married,basic.6y,unknown,no,no,cellular,jul,mon,196,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
T9618,21,student,single,unknown,no,no,no,cellular,jul,thu,184,1,999,0,nonexistent,-1.7,94.215,-40.3,0.81,4991.6,0
T9619,41,technician,married,high.school,no,no,no,cellular,aug,mon,69,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
T9620,45,self-employed,married,high.school,no,no,no,cellular,may,fri,374,1,999,1,failure,-1.8,93.876,-40,0.695,5008.7,1
T9621,36,admin.,single,university.degree,no,yes,no,telephone,may,tue,521,6,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,1
T9622,52,blue-collar,married,basic.4y,no,yes,no,cellular,aug,mon,917,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,1
T9623,48,management,married,university.degree,no,no,yes,cellular,nov,fri,591,1,999,1,failure,-0.1,93.2,-42,4.021,5195.8,1
T9624,79,retired,married,basic.4y,no,no,yes,cellular,nov,tue,149,1,999,0,nonexistent,-3.4,92.649,-30.1,0.72,5017.5,1
T9625,28,services,single,high.school,no,no,no,telephone,may,thu,137,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
T9626,40,admin.,married,university.degree,no,yes,no,cellular,apr,fri,489,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
T9627,45,unknown,married,unknown,no,no,no,telephone,may,fri,633,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,0
T9628,35,blue-collar,married,basic.9y,unknown,no,no,cellular,nov,thu,543,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,1
T9629,60,housemaid,married,high.school,unknown,no,no,telephone,may,fri,929,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,1
T9630,44,admin.,married,university.degree,no,no,no,cellular,aug,mon,56,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
T9631,37,admin.,divorced,university.degree,no,no,yes,cellular,nov,fri,132,1,999,0,nonexistent,-0.1,93.2,-42,4.223,5195.8,1
T9632,28,blue-collar,married,basic.9y,unknown,yes,no,telephone,jul,tue,141,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
T9633,50,technician,single,university.degree,no,yes,no,cellular,jul,tue,216,7,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
T9634,41,services,married,high.school,no,unknown,unknown,telephone,jun,wed,707,1,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,1
T9635,33,management,married,high.school,unknown,no,no,telephone,may,thu,234,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
T9636,48,unemployed,married,university.degree,no,yes,yes,cellular,jul,tue,200,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
T9637,53,blue-collar,married,basic.4y,unknown,no,no,cellular,aug,fri,523,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,1
T9638,36,blue-collar,single,basic.9y,unknown,no,no,cellular,jul,mon,54,10,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
T9639,32,management,single,university.degree,no,no,no,cellular,jul,wed,675,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1
T9640,33,technician,single,university.degree,no,yes,no,telephone,jun,mon,42,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0
T9641,33,blue-collar,married,basic.6y,unknown,yes,no,cellular,jul,tue,186,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
T9642,53,technician,married,professional.course,no,no,no,cellular,may,mon,206,3,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,1
T9643,25,student,single,high.school,no,yes,no,cellular,apr,wed,327,1,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,1
T9644,46,blue-collar,married,basic.9y,no,no,no,cellular,jul,mon,76,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
T9645,38,admin.,single,university.degree,no,yes,no,cellular,apr,mon,275,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
T9646,35,self-employed,single,high.school,no,yes,no,cellular,may,wed,207,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0
T9647,35,management,married,university.degree,no,yes,no,cellular,nov,mon,63,2,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
T9648,30,services,married,high.school,no,yes,no,cellular,may,tue,93,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0
T9649,48,technician,married,high.school,no,no,yes,cellular,oct,thu,288,3,999,0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,1
T9650,43,housemaid,married,basic.4y,unknown,no,no,telephone,may,fri,246,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,0
T9651,50,blue-collar,divorced,basic.9y,unknown,no,no,telephone,jun,tue,108,6,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
T9652,60,admin.,married,unknown,unknown,yes,no,cellular,dec,wed,357,1,999,0,nonexistent,-3,92.713,-33,0.721,5023.5,1
T9653,41,services,married,high.school,no,no,no,cellular,mar,wed,396,2,999,0,nonexistent,-1.8,92.843,-50,1.778,5099.1,1
T9654,44,blue-collar,married,high.school,no,unknown,unknown,cellular,may,mon,279,2,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0
